,OA11CD,count,lng,lat,POPDEN,WD11NM_BF
11312,E00019133,8,-0.27151253775104817,51.46356374707471,95.8,East Sheen
11313,E00019131,3,-0.27414292869759865,51.463546804693976,102.1,East Sheen
11314,E00019108,12,-0.238670513785934,51.48717407822473,14.0,Barnes
11315,E00019301,1,-0.3148672351140913,51.417408892782916,68.5,Hampton Wick
11316,E00019381,1,-0.27447756433588744,51.469324078367755,152.4,Mortlake and Barnes Common
11317,E00019382,1,-0.2603505918235482,51.46881397431622,127.5,Mortlake and Barnes Common
11318,E00019300,112,-0.31828177560047877,51.418136049014464,110.3,Hampton Wick
11319,E00019383,7,-0.2588943910510388,51.470167933062626,83.5,Mortlake and Barnes Common
11320,E00019303,14,-0.31324374152749,51.41414977345344,94.1,Hampton Wick
11321,E00019540,8,-0.34209852257113776,51.43984040881785,50.6,South Twickenham
11322,E00019544,4,-0.3415272291221704,51.43681351281441,17.5,South Twickenham
11323,E00019176,40,-0.29697440110644857,51.450615751587804,28.7,"Ham, Petersham and Richmond Riverside"
